# Geofeed generated 2026-07-01
24.75.160.107/32,US,US-GA,Blue Ridge,
24.75.160.108/32,US,US-GA,Blue Ridge,
24.75.160.109/32,US,US-GA,Blue Ridge,
24.75.160.110/32,US,US-GA,Blue Ridge,
24.75.160.111/32,US,US-GA,Epworth,
24.75.160.112/32,US,US-GA,Epworth,
24.75.160.113/32,US,US-GA,Epworth,
24.75.160.114/32,US,US-GA,Mineral Bluff,
24.75.160.115/32,US,US-GA,Epworth,
24.75.160.116/32,US,US-GA,Blue Ridge,
24.75.160.117/32,US,US-GA,Blue Ridge,
24.75.160.118/32,US,US-GA,Blue Ridge,
24.75.160.119/32,US,US-GA,Epworth,
24.75.160.120/32,US,US-GA,Blue Ridge,
24.75.160.121/32,US,US-GA,Blue Ridge,
24.75.160.122/32,US,US-GA,Blue Ridge,
24.75.160.123/32,US,US-GA,Blue Ridge,
24.75.160.124/32,US,US-GA,Blue Ridge,
24.75.160.125/32,US,US-GA,Blue Ridge,
24.75.160.126/32,US,US-GA,Blue Ridge,
24.75.160.127/32,US,US-GA,Blue Ridge,
24.75.160.128/32,US,US-GA,Blue Ridge,
24.75.160.129/32,US,US-GA,Mineral Bluff,
24.75.160.130/32,US,US-GA,Blue Ridge,
24.75.160.131/32,US,US-GA,Blue Ridge,
24.75.160.132/32,US,US-GA,Blue Ridge,
24.75.160.133/32,US,US-GA,Blue Ridge,
24.75.160.134/32,US,US-GA,Epworth,
24.75.160.135/32,US,US-GA,Blue Ridge,
24.75.160.136/32,US,US-GA,Mineral Bluff,
24.75.160.137/32,US,US-GA,Blue Ridge,
24.75.160.138/32,US,US-GA,Mccaysville,
24.75.160.139/32,US,US-GA,Epworth,
24.75.160.140/32,US,US-GA,Blue Ridge,
24.75.160.141/32,US,US-GA,Blue Ridge,
24.75.160.142/32,US,US-GA,Blue Ridge,
24.75.160.143/32,US,US-GA,Blue Ridge,
24.75.160.144/32,US,US-GA,Blue Ridge,
24.75.160.145/32,US,US-GA,Blue Ridge,
24.75.160.146/32,US,US-GA,Blue Ridge,
24.75.160.147/32,US,US-GA,Blue Ridge,
24.75.160.148/32,US,US-GA,Blue Ridge,
24.75.160.149/32,US,US-GA,Epworth,
24.75.160.150/32,US,US-GA,Morganton,
24.75.160.151/32,US,US-GA,Blue Ridge,
24.75.160.152/32,US,US-GA,Mineral Bluff,
24.75.160.153/32,US,US-GA,Blue Ridge,
24.75.160.154/32,US,US-GA,Blue Ridge,
24.75.160.155/32,US,US-GA,Mineral Bluff,
24.75.160.156/32,US,US-GA,Mineral Bluff,
24.75.160.157/32,US,US-GA,Blue Ridge,
24.75.160.158/32,US,US-GA,Blue Ridge,
24.75.160.159/32,US,US-GA,Mineral Bluff,
24.75.160.160/32,US,US-GA,Mccaysville,
24.75.160.161/32,US,US-GA,Epworth,
24.75.160.162/32,US,US-GA,Blue Ridge,
24.75.160.163/32,US,US-GA,Epworth,
24.75.160.164/32,US,US-GA,Blue Ridge,
24.75.160.165/32,US,US-GA,Blue Ridge,
24.75.160.166/32,US,US-GA,Mineral Bluff,
24.75.160.167/32,US,US-GA,Blue Ridge,
24.75.160.168/32,US,US-GA,Blue Ridge,
24.75.160.169/32,US,US-GA,Mineral Bluff,
24.75.160.170/32,US,US-GA,Blue Ridge,
24.75.160.171/32,US,US-GA,Epworth,
24.75.160.172/32,US,US-GA,Blue Ridge,
24.75.160.173/32,US,US-GA,Blue Ridge,
24.75.160.174/32,US,US-GA,Blue Ridge,
24.75.160.175/32,US,US-GA,Mineral Bluff,
24.75.160.176/32,US,US-GA,Blue Ridge,
24.75.160.177/32,US,US-GA,Epworth,
24.75.160.178/32,US,US-GA,Mineral Bluff,
24.75.160.179/32,US,US-GA,Mineral Bluff,
24.75.160.180/32,US,US-GA,Morganton,
24.75.160.181/32,US,US-GA,Blue Ridge,
24.75.160.182/32,US,US-GA,Blue Ridge,
24.75.160.183/32,US,US-GA,Blue Ridge,
24.75.160.184/32,US,US-GA,Blue Ridge,
24.75.160.185/32,US,US-GA,Blue Ridge,
24.75.160.186/32,US,US-GA,Mineral Bluff,
24.75.160.187/32,US,US-GA,Blue Ridge,
24.75.160.188/32,US,US-GA,Mineral Bluff,
24.75.160.189/32,US,US-GA,Mineral Bluff,
24.75.160.190/32,US,US-GA,Epworth,
24.75.160.191/32,US,US-GA,Blue Ridge,
24.75.160.192/32,US,US-GA,Blue Ridge,
24.75.160.193/32,US,US-GA,Blue Ridge,
24.75.160.194/32,US,US-GA,Blue Ridge,
24.75.160.195/32,US,US-GA,Mineral Bluff,
24.75.160.196/32,US,US-GA,Morganton,
24.75.160.197/32,US,US-GA,Mccaysville,
24.75.160.198/32,US,US-GA,Blue Ridge,
24.75.160.199/32,US,US-GA,Blue Ridge,
24.75.160.200/32,US,US-GA,Blue Ridge,
24.75.160.201/32,US,US-GA,Blue Ridge,
24.75.160.202/32,US,US-GA,Blue Ridge,
24.75.160.203/32,US,US-GA,Blue Ridge,
24.75.160.204/32,US,US-GA,Blue Ridge,
24.75.160.205/32,US,US-GA,Blue Ridge,
24.75.160.206/32,US,US-GA,Epworth,
24.75.160.207/32,US,US-GA,Mccaysville,
24.75.160.208/32,US,US-GA,Mineral Bluff,
24.75.160.209/32,US,US-GA,Blue Ridge,
24.75.160.210/32,US,US-GA,Blue Ridge,
24.75.160.211/32,US,US-GA,Mccaysville,
24.75.160.212/32,US,US-GA,Mineral Bluff,
24.75.160.213/32,US,US-GA,Blue Ridge,
24.75.160.214/32,US,US-GA,Blue Ridge,
24.75.160.215/32,US,US-GA,Blue Ridge,
24.75.160.216/32,US,US-GA,Morganton,
24.75.160.217/32,US,US-GA,Blue Ridge,
24.75.160.218/32,US,US-GA,Mineral Bluff,
24.75.160.219/32,US,US-GA,Morganton,
24.75.160.220/32,US,US-GA,Epworth,
24.75.160.221/32,US,US-GA,Blue Ridge,
24.75.160.222/32,US,US-GA,Blue Ridge,
24.75.160.223/32,US,US-GA,Blue Ridge,
24.75.160.224/32,US,US-GA,Morganton,
24.75.160.225/32,US,US-GA,Blue Ridge,
24.75.160.226/32,US,US-GA,Mineral Bluff,
24.75.160.227/32,US,US-GA,Mineral Bluff,
24.75.160.228/32,US,US-GA,Blue Ridge,
24.75.160.229/32,US,US-GA,Blue Ridge,
24.75.160.230/32,US,US-GA,Epworth,
24.75.160.231/32,US,US-GA,Mineral Bluff,
24.75.160.232/32,US,US-GA,Epworth,
24.75.160.233/32,US,US-GA,Morganton,
24.75.160.234/32,US,US-GA,Morganton,
24.75.160.235/32,US,US-GA,Epworth,
24.75.160.236/32,US,US-GA,Mineral Bluff,
24.75.160.237/32,US,US-GA,Blue Ridge,
24.75.160.238/32,US,US-GA,Blue Ridge,
24.75.160.239/32,US,US-GA,Blue Ridge,
24.75.160.240/32,US,US-GA,Mineral Bluff,
24.75.160.241/32,US,US-GA,Blue Ridge,
24.75.160.242/32,US,US-GA,Blue Ridge,
24.75.160.243/32,US,US-GA,Epworth,
24.75.160.244/32,US,US-GA,Blue Ridge,
24.75.160.245/32,US,US-GA,Blue Ridge,
24.75.160.246/32,US,US-GA,Blue Ridge,
24.75.160.247/32,US,US-GA,Mineral Bluff,
24.75.160.248/32,US,US-GA,Blue Ridge,
24.75.160.249/32,US,US-GA,Blue Ridge,
24.75.160.250/32,US,US-GA,Blue Ridge,
24.75.160.251/32,US,US-GA,Blue Ridge,
24.75.160.252/32,US,US-GA,Blue Ridge,
24.75.160.253/32,US,US-GA,Epworth,
24.75.160.254/32,US,US-GA,Morganton,
24.75.160.255/32,US,US-GA,Blue Ridge,
24.75.161.0/32,US,US-GA,Epworth,
24.75.161.1/32,US,US-GA,Blue Ridge,
24.75.161.2/32,US,US-GA,Morganton,
24.75.161.3/32,US,US-GA,Blue Ridge,
24.75.161.4/32,US,US-GA,Blue Ridge,
24.75.161.5/32,US,US-TN,Copperhill,
24.75.161.6/32,US,US-GA,Blue Ridge,
24.75.161.7/32,US,US-GA,Blue Ridge,
24.75.161.8/32,US,US-GA,Blue Ridge,
24.75.161.9/32,US,US-GA,Blue Ridge,
24.75.161.10/32,US,US-GA,Blue Ridge,
24.75.161.11/32,US,US-GA,Blue Ridge,
24.75.161.12/32,US,US-GA,Mccaysville,
24.75.161.13/32,US,US-GA,Blue Ridge,
24.75.161.14/32,US,US-GA,Epworth,
24.75.161.15/32,US,US-GA,Blue Ridge,
24.75.161.16/32,US,US-GA,Blue Ridge,
24.75.161.17/32,US,US-GA,Mineral Bluff,
24.75.161.18/32,US,US-GA,Blue Ridge,
24.75.161.19/32,US,US-GA,Morganton,
24.75.161.20/32,US,US-GA,Blue Ridge,
24.75.161.21/32,US,US-GA,Mccaysville,
24.75.161.22/32,US,US-GA,Epworth,
24.75.161.23/32,US,US-GA,Blue Ridge,
24.75.161.24/32,US,US-GA,Blue Ridge,
24.75.161.25/32,US,US-GA,Blue Ridge,
24.75.161.26/32,US,US-GA,Blue Ridge,
24.75.161.27/32,US,US-GA,Epworth,
24.75.161.28/32,US,US-GA,Morganton,
24.75.161.29/32,US,US-GA,Epworth,
24.75.161.30/32,US,US-GA,Blue Ridge,
24.75.161.31/32,US,US-GA,Blue Ridge,
24.75.161.32/32,US,US-GA,Mineral Bluff,
24.75.161.33/32,US,US-GA,Blue Ridge,
24.75.161.34/32,US,US-GA,Blue Ridge,
24.75.161.35/32,US,US-GA,Epworth,
24.75.161.36/32,US,US-GA,Epworth,
24.75.161.37/32,US,US-GA,Epworth,
24.75.161.38/32,US,US-GA,Epworth,
24.75.161.39/32,US,US-GA,Mineral Bluff,
24.75.161.40/32,US,US-GA,Morganton,
24.75.161.41/32,US,US-GA,Blue Ridge,
24.75.161.42/32,US,US-GA,Blue Ridge,
24.75.161.43/32,US,US-GA,Blue Ridge,
24.75.161.44/32,US,US-GA,Epworth,
24.75.161.45/32,US,US-GA,Blue Ridge,
24.75.161.46/32,US,US-GA,Morganton,
24.75.161.47/32,US,US-GA,Epworth,
24.75.161.48/32,US,US-GA,Morganton,
24.75.161.49/32,US,US-GA,Epworth,
24.75.161.50/32,US,US-GA,Blue Ridge,
24.75.161.51/32,US,US-GA,Blue Ridge,
24.75.161.52/32,US,US-GA,Blue Ridge,
24.75.161.53/32,US,US-GA,Epworth,
24.75.161.54/32,US,US-GA,Epworth,
24.75.161.55/32,US,US-GA,Blue Ridge,
24.75.161.56/32,US,US-GA,Epworth,
24.75.161.57/32,US,US-GA,Epworth,
24.75.161.58/32,US,US-GA,Mineral Bluff,
24.75.161.59/32,US,US-GA,Blue Ridge,
24.75.161.60/32,US,US-GA,Blue Ridge,
24.75.161.61/32,US,US-GA,Mccaysville,
24.75.161.62/32,US,US-GA,Epworth,
24.75.161.63/32,US,US-GA,Epworth,
24.75.161.64/32,US,US-GA,Mineral Bluff,
24.75.161.65/32,US,US-GA,Blue Ridge,
24.75.161.66/32,US,US-GA,Epworth,
24.75.161.67/32,US,US-GA,Blue Ridge,
24.75.161.68/32,US,US-GA,Epworth,
24.75.161.69/32,US,US-GA,Epworth,
24.75.161.70/32,US,US-GA,Epworth,
24.75.161.71/32,US,US-GA,Mineral Bluff,
24.75.161.72/32,US,US-GA,Blue Ridge,
24.75.161.73/32,US,US-GA,Epworth,
24.75.161.74/32,US,US-GA,Blue Ridge,
24.75.161.75/32,US,US-GA,Blue Ridge,
24.75.161.76/32,US,US-GA,Blue Ridge,
24.75.161.77/32,US,US-GA,Mccaysville,
24.75.161.78/32,US,US-GA,Blue Ridge,
24.75.161.79/32,US,US-GA,Blue Ridge,
24.75.161.80/32,US,US-GA,Blue Ridge,
24.75.161.81/32,US,US-GA,Morganton,
24.75.161.82/32,US,US-GA,Blue Ridge,
24.75.161.83/32,US,US-GA,Blue Ridge,
24.75.161.84/32,US,US-GA,Mineral Bluff,
24.75.161.85/32,US,US-GA,Blue Ridge,
24.75.161.86/32,US,US-GA,Mineral Bluff,
24.75.161.87/32,US,US-GA,Blue Ridge,
24.75.161.88/32,US,US-GA,Morganton,
24.75.161.89/32,US,US-GA,Epworth,
24.75.161.90/32,US,US-GA,Blue Ridge,
24.75.161.91/32,US,US-GA,Blue Ridge,
24.75.161.92/32,US,US-GA,Blue Ridge,
24.75.161.93/32,US,US-GA,Mineral Bluff,
24.75.161.94/32,US,US-GA,Epworth,
24.75.161.95/32,US,US-GA,Blue Ridge,
24.75.161.96/32,US,US-GA,Blue Ridge,
24.75.161.97/32,US,US-GA,Blue Ridge,
24.75.161.98/32,US,US-GA,Blue Ridge,
24.75.161.99/32,US,US-GA,Mineral Bluff,
24.75.161.100/32,US,US-GA,Blue Ridge,
24.75.161.101/32,US,US-GA,Epworth,
24.75.161.102/32,US,US-GA,Blue Ridge,
24.75.161.103/32,US,US-GA,Blue Ridge,
24.75.161.104/32,US,US-GA,Blue Ridge,
24.75.161.105/32,US,US-GA,Blue Ridge,
24.75.161.106/32,US,US-GA,Mccaysville,
24.75.161.107/32,US,US-GA,Blue Ridge,
24.75.161.108/32,US,US-GA,Mineral Bluff,
24.75.161.109/32,US,US-GA,Mineral Bluff,
24.75.161.110/32,US,US-GA,Blue Ridge,
24.75.161.111/32,US,US-GA,Blue Ridge,
24.75.161.112/32,US,US-GA,Morganton,
24.75.161.113/32,US,US-GA,Mineral Bluff,
24.75.161.114/32,US,US-GA,Blue Ridge,
24.75.161.115/32,US,US-GA,Morganton,
24.75.161.116/32,US,US-GA,Blue Ridge,
24.75.161.117/32,US,US-GA,Blue Ridge,
24.75.161.118/32,US,US-GA,Blue Ridge,
24.75.161.119/32,US,US-GA,Mineral Bluff,
24.75.161.120/32,US,US-GA,Morganton,
24.75.161.121/32,US,US-GA,Blue Ridge,
24.75.161.122/32,US,US-GA,Mineral Bluff,
24.75.161.123/32,US,US-GA,Mineral Bluff,
24.75.161.124/32,US,US-GA,Blue Ridge,
24.75.161.125/32,US,US-GA,Mineral Bluff,
24.75.161.126/32,US,US-GA,Blue Ridge,
24.75.161.127/32,US,US-GA,Epworth,
24.75.161.128/32,US,US-GA,Mccaysville,
24.75.161.129/32,US,US-GA,Mccaysville,
24.75.161.130/32,US,US-GA,Epworth,
24.75.161.131/32,US,US-GA,Blue Ridge,
24.75.161.132/32,US,US-GA,Mccaysville,
24.75.161.133/32,US,US-GA,Blue Ridge,
24.75.161.134/32,US,US-GA,Mccaysville,
24.75.161.135/32,US,US-GA,Blue Ridge,
24.75.161.136/32,US,US-GA,Mineral Bluff,
24.75.161.137/32,US,US-GA,Mccaysville,
24.75.161.138/32,US,US-GA,Blue Ridge,
24.75.161.139/32,US,US-GA,Blue Ridge,
24.75.161.140/32,US,US-GA,Blue Ridge,
24.75.161.141/32,US,US-GA,Blue Ridge,
24.75.161.142/32,US,US-GA,Blue Ridge,
24.75.161.143/32,US,US-GA,Blue Ridge,
24.75.161.144/32,US,US-GA,Blue Ridge,
24.75.161.145/32,US,US-GA,Blue Ridge,
24.75.161.146/32,US,US-GA,Epworth,
24.75.161.147/32,US,US-GA,Blue Ridge,
24.75.161.148/32,US,US-GA,Blue Ridge,
24.75.161.149/32,US,US-GA,Blue Ridge,
24.75.161.150/32,US,US-GA,Blue Ridge,
24.75.161.151/32,US,US-GA,Blue Ridge,
24.75.161.152/32,US,US-GA,Blue Ridge,
24.75.161.153/32,US,US-GA,Epworth,
24.75.161.154/32,US,US-GA,Blue Ridge,
24.75.161.155/32,US,US-GA,Blue Ridge,
24.75.161.156/32,US,US-GA,Mccaysville,
24.75.161.157/32,US,US-GA,Epworth,
24.75.161.158/32,US,US-GA,Blue Ridge,
24.75.161.159/32,US,US-GA,Epworth,
24.75.161.160/32,US,US-GA,Blue Ridge,
24.75.161.161/32,US,US-GA,Mineral Bluff,
24.75.161.162/32,US,US-GA,Morganton,
24.75.161.163/32,US,US-GA,Blue Ridge,
24.75.161.164/32,US,US-GA,Mineral Bluff,
24.75.161.165/32,US,US-GA,Blue Ridge,
24.75.161.166/32,US,US-GA,Blue Ridge,
24.75.161.167/32,US,US-GA,Blue Ridge,
24.75.161.168/32,US,US-GA,Blue Ridge,
24.75.161.169/32,US,US-GA,Blue Ridge,
24.75.161.170/32,US,US-GA,Morganton,
24.75.161.171/32,US,US-GA,Mineral Bluff,
24.75.161.172/32,US,US-GA,Epworth,
24.75.161.173/32,US,US-GA,Epworth,
24.75.161.174/32,US,US-GA,Epworth,
24.75.161.175/32,US,US-GA,Mineral Bluff,
24.75.161.176/32,US,US-GA,Blue Ridge,
24.75.161.177/32,US,US-GA,Mineral Bluff,
24.75.161.178/32,US,US-GA,Mccaysville,
24.75.161.179/32,US,US-GA,Blue Ridge,
24.75.161.180/32,US,US-GA,Blue Ridge,
24.75.161.181/32,US,US-GA,Epworth,
24.75.161.182/32,US,US-GA,Blue Ridge,
24.75.161.183/32,US,US-GA,Blue Ridge,
24.75.161.184/32,US,US-GA,Blue Ridge,
24.75.161.185/32,US,US-GA,Mccaysville,
24.75.161.186/32,US,US-GA,Epworth,
24.75.161.187/32,US,US-GA,Blue Ridge,
24.75.161.188/32,US,US-GA,Mineral Bluff,
24.75.161.189/32,US,US-GA,Mccaysville,
24.75.161.190/32,US,US-GA,Mccaysville,
24.75.161.191/32,US,US-GA,Blue Ridge,
24.75.161.192/32,US,US-GA,Blue Ridge,
24.75.161.193/32,US,US-GA,Epworth,
24.75.161.194/32,US,US-GA,Blue Ridge,
24.75.161.195/32,US,US-GA,Blue Ridge,
24.75.161.196/32,US,US-GA,Morganton,
24.75.161.197/32,US,US-GA,Blue Ridge,
24.75.161.198/32,US,US-GA,Blue Ridge,
24.75.161.199/32,US,US-GA,Blue Ridge,
24.75.161.200/32,US,US-GA,Blue Ridge,
24.75.161.201/32,US,US-GA,Blue Ridge,
24.75.161.203/32,US,US-GA,Blue Ridge,
24.75.161.204/32,US,US-GA,Blue Ridge,
24.75.161.205/32,US,US-GA,Blue Ridge,
24.75.161.206/32,US,US-GA,Epworth,
24.75.161.207/32,US,US-GA,Mineral Bluff,
24.75.161.208/32,US,US-GA,Blue Ridge,
24.75.161.209/32,US,US-GA,Blue Ridge,
24.75.161.210/32,US,US-GA,Mineral Bluff,
24.75.161.211/32,US,US-GA,Blue Ridge,
24.75.161.212/32,US,US-GA,Blue Ridge,
24.75.161.213/32,US,US-GA,Morganton,
24.75.161.214/32,US,US-GA,Mineral Bluff,
24.75.161.215/32,US,US-GA,Epworth,
24.75.161.216/32,US,US-GA,Blue Ridge,
24.75.161.217/32,US,US-GA,Epworth,
24.75.161.218/32,US,US-GA,Blue Ridge,
24.75.161.219/32,US,US-GA,Blue Ridge,
24.75.161.220/32,US,US-GA,Mineral Bluff,
24.75.161.221/32,US,US-GA,Blue Ridge,
24.75.161.222/32,US,US-GA,Blue Ridge,
24.75.161.223/32,US,US-GA,Mineral Bluff,
24.75.161.224/32,US,US-GA,Epworth,
24.75.161.225/32,US,US-GA,Mineral Bluff,
24.75.161.226/32,US,US-GA,Morganton,
24.75.161.227/32,US,US-GA,Blue Ridge,
24.75.161.228/32,US,US-GA,Morganton,
24.75.161.229/32,US,US-GA,Morganton,
24.75.161.230/32,US,US-GA,Mineral Bluff,
24.75.161.231/32,US,US-GA,Blue Ridge,
24.75.161.232/32,US,US-GA,Mccaysville,
24.75.161.233/32,US,US-GA,Epworth,
24.75.161.234/32,US,US-GA,Mccaysville,
24.75.161.235/32,US,US-GA,Blue Ridge,
24.75.161.236/32,US,US-GA,Epworth,
24.75.161.237/32,US,US-GA,Mccaysville,
24.75.161.238/32,US,US-GA,Mineral Bluff,
24.75.161.239/32,US,US-GA,Mccaysville,
24.75.161.240/32,US,US-GA,Mineral Bluff,
24.75.161.241/32,US,US-GA,Blue Ridge,
24.75.161.242/32,US,US-GA,Blue Ridge,
24.75.161.243/32,US,US-GA,Mineral Bluff,
24.75.161.244/32,US,US-GA,Blue Ridge,
24.75.161.245/32,US,US-GA,Epworth,
24.75.161.246/32,US,US-GA,Blue Ridge,
24.75.161.247/32,US,US-GA,Blue Ridge,
24.75.161.248/32,US,US-GA,Blue Ridge,
24.75.161.249/32,US,US-GA,Mineral Bluff,
24.75.161.250/32,US,US-GA,Blue Ridge,
24.75.161.251/32,US,US-GA,Morganton,
24.75.161.252/32,US,US-GA,Mccaysville,
24.75.161.253/32,US,US-GA,Mineral Bluff,
24.75.161.254/32,US,US-GA,Blue Ridge,
24.75.161.255/32,US,US-GA,Morganton,
24.75.162.0/32,US,US-GA,Blue Ridge,
24.75.162.1/32,US,US-GA,Blue Ridge,
24.75.162.2/32,US,US-GA,Blue Ridge,
24.75.162.3/32,US,US-GA,Blue Ridge,
24.75.162.4/32,US,US-GA,Mineral Bluff,
24.75.162.5/32,US,US-GA,Blue Ridge,
24.75.162.6/32,US,US-GA,Blue Ridge,
24.75.162.7/32,US,US-GA,Mccaysville,
24.75.162.8/32,US,US-GA,Blue Ridge,
24.75.162.9/32,US,US-GA,Mineral Bluff,
24.75.162.10/32,US,US-GA,Mccaysville,
24.75.162.11/32,US,US-GA,Mineral Bluff,
24.75.162.12/32,US,US-GA,Blue Ridge,
24.75.162.13/32,US,US-GA,Blue Ridge,
24.75.162.14/32,US,US-GA,Epworth,
24.75.162.15/32,US,US-GA,Mineral Bluff,
24.75.162.16/32,US,US-GA,Blue Ridge,
24.75.162.17/32,US,US-GA,Blue Ridge,
24.75.162.18/32,US,US-GA,Blue Ridge,
24.75.162.19/32,US,US-GA,Mccaysville,
24.75.162.20/32,US,US-GA,Blue Ridge,
24.75.162.21/32,US,US-GA,Blue Ridge,
24.75.162.22/32,US,US-GA,Mineral Bluff,
24.75.162.23/32,US,US-GA,Epworth,
24.75.162.24/32,US,US-GA,Blue Ridge,
24.75.162.25/32,US,US-GA,Mccaysville,
24.75.162.26/32,US,US-GA,Blue Ridge,
24.75.162.27/32,US,US-GA,Blue Ridge,
24.75.162.28/32,US,US-GA,Epworth,
24.75.162.29/32,US,US-GA,Mineral Bluff,
24.75.162.30/32,US,US-GA,Blue Ridge,
24.75.162.31/32,US,US-GA,Epworth,
24.75.162.32/32,US,US-GA,Blue Ridge,
24.75.162.33/32,US,US-GA,Blue Ridge,
24.75.162.34/32,US,US-GA,Blue Ridge,
24.75.162.35/32,US,US-GA,Blue Ridge,
24.75.162.36/32,US,US-GA,Blue Ridge,
24.75.162.37/32,US,US-GA,Blue Ridge,
24.75.162.38/32,US,US-GA,Mineral Bluff,
24.75.162.39/32,US,US-GA,Mineral Bluff,
24.75.162.41/32,US,US-GA,Blue Ridge,
